,dv-switch-day,dv-rate-ly5,dv-rate-ly3,dv-rate-ly1
23,396.8720126262426,0.1370968026206114,1.4099458829637816,0.00600016907235279
24,464.0579729902348,1.4038048353854682,0.6590707000787113,1.9680057382014815
26,471.1335384275354,0.5005957305826263,0.2623084384879826,1.9781858709928322
27,461.53065520874634,0.6314503941332881,1.370145468853643,0.15059121028817346
28,411.2562235533457,0.6898986624249761,1.2208319837852533,1.9406666404489215
29,312.4724861442152,1.5644815248502415,1.8038400510123853,1.6985293423840664
30,471.77259574585435,0.29105847083544045,1.548890434579302,1.437369077110219
31,313.6016696431502,0.14825654193323512,1.0353198839822886,1.2080012675187295
33,401.7223088886854,1.1284863171477215,0.08383702796838954,0.09641585967830069
34,460.19855561108557,0.3427614048164265,0.5602062746641252,0.11795363061047537
35,437.55696848860254,0.18678834506009667,1.8965972471603794,0.2865845417804411
36,400.99303527484994,0.7895082636986668,1.2035896165189222,1.9426875129302652
38,457.834998056597,0.5437278063791926,1.0026494191312436,0.8614664714152052
41,408.1851652568749,1.1295597549041336,1.4594870873327521,1.63248122508186
43,423.84449916606184,1.296661108989787,0.8220591986592785,1.5692165579790769
44,349.5384990511904,0.460471481307863,1.3230177730561121,1.2924576921082358
47,359.508458410035,0.9709336525189491,0.15695635229676608,0.7659091728336731
51,472.50082300715474,0.13439091850523988,1.1390219951469702,1.864002725077225
52,391.1628380901412,1.6659969217665354,1.3065457728941743,0.2787612540150448
53,422.1949390250533,0.9055194572494452,0.9448247823423181,1.6172494405855597
54,366.1559590865366,1.8513673115340343,1.8358681969629351,0.32601285328180096
55,364.9835800905253,1.5522182426501783,0.1005738243072214,0.034074659955702025
56,348.9317420446408,1.9294762859705843,0.599947373821871,0.45472025974611907
57,414.6075574977829,0.7255086342758132,0.09960586283437789,1.4815926539954887
59,316.52133936789505,0.7115743040016707,1.1496372404424242,1.368147795650584
60,488.54298161083216,0.8897727594580114,1.5530236275188645,1.3298354008946605
61,479.27541255376013,0.9280023024144135,0.27985121837852756,0.5680305936922534
62,431.4329147033884,1.1507987276117242,1.9499959878756457,1.659198567532202
64,486.65983524021703,1.593400412994071,0.5566125077756567,1.6963295410119263
65,490.92537738037504,0.5076973219527521,0.45576637942795406,1.363168667933566
67,409.5089407602266,0.7596706250581358,1.4173365448564668,0.8022304170807208
68,315.9095021196629,0.3812662412036163,1.3410416784895534,0.05666490972069593
70,387.6250719647396,0.8628960039886575,1.8547731767794455,1.4275812642409
71,448.1986703983476,0.8736468378708675,1.8033809610987503,0.6356246781119508
72,353.2886856473481,1.5147454147565826,1.2083563239405706,0.15383925251708752
73,329.99192996478615,0.9852174369347433,1.3799010063875772,0.31643097144809884
74,361.53549693580874,1.8370247201956467,1.2646176411728884,0.619720461728716
76,480.3970452059621,1.183736561350264,0.2931084484491302,1.9062191070616776
78,457.9676299576253,1.925716653672505,0.07597913704738302,1.6189856684885608
80,497.42564676495437,1.12775562080356,1.8688572497686815,0.713515261242947
81,363.3686950943161,1.4878346859978222,0.7578080111235359,0.2076645412168705
82,347.57642841791994,0.4778983837370452,1.6010440260554963,0.3316371138521248
83,354.3759715724891,1.2537345252495606,0.10059809992927171,1.9151535582230312
84,400.5514024767952,0.3680711903316476,0.7065390267136327,0.6362972450136586
86,479.1623253978279,1.230276575390418,0.6399579805565767,0.008377352000964455
89,419.5063537444038,1.7659178051953115,1.4347509046784845,0.42323629907692095
91,370.60505045797413,1.2913736766700492,1.1405380750202885,0.6338460274718318
94,384.1490386616448,1.0136757441063124,0.12772668702869838,0.2644732136450425
95,399.64943303897377,1.191553245284622,1.5469203411599406,0.32595109139521283
96,384.8859849025758,0.31317415464880827,1.8485442029226686,0.21243198854986511
97,337.9242443115934,1.7102138565297893,0.9321677089818317,1.90929670963728
98,364.4169951579447,1.3091654203837078,1.0008161189745473,1.7270442403050184
99,355.25238665380766,1.177215765216962,0.04724334566959243,0.9669325327111995
100,389.95816109333765,0.8295280329287249,1.1664661795699538,1.8728489109322324
101,381.7122491841731,1.9549608186622232,1.1956193612891342,0.4867272688932305
103,338.31320892863135,0.2301504333847597,0.9261671489894714,1.5961332572839415
105,485.8261208491615,1.519047021359987,1.3972223848249758,0.4045124037355037
106,398.6361731688571,0.004741807365354456,0.25770632405661287,0.20069382000674674
107,453.7804241722242,1.5306529825836108,0.9297026847225214,0.6604568252421095
109,455.8068396325344,1.1739035003108942,1.329666599216388,1.1173940761168948
110,488.2086335832519,1.5424746039669546,0.8533103288620278,0.6836471523838616
111,393.38714694227633,0.07418184297252961,1.718045690308902,1.4015461535157108
113,444.8439589199169,1.1519353961141052,1.420808867420608,1.8822828727751766
117,440.42091917022896,1.3407433244522993,0.11316459735112838,1.6091422273289657
118,419.7199496064557,1.2785177345683982,0.3502920206216744,1.6960755790738737
119,417.7488505453621,0.5412763904979689,0.4112197887226603,0.9216505229928622
123,488.6321710723082,1.7640556838724009,1.6159348823532351,0.16691535530972668
124,437.01150559603576,1.672443772424746,0.08595826692118225,0.14512298664208334
126,388.13948472138344,0.16858381018046198,1.292446507927928,1.278357998107974
128,442.03800417738694,1.1350670632954252,0.09172167703850942,1.8775020571739016
130,443.0829017886524,1.121416655699241,1.361460073748838,1.144474087501764
131,435.6532223904924,1.8585751504041297,0.2138609166017793,1.4561694057560017
134,379.70797703748343,0.21179545286291468,0.33403290156600174,1.3243247834322083
136,447.0091090299833,1.0891841850990434,0.7655146176803811,0.10934349201015103
138,389.7487538215822,0.8952257515750968,1.2123571624973204,0.8849540329684054
139,495.09085919687175,1.8753391312615102,0.6185894394819544,1.4295056534544885
140,371.1313482128406,0.16337524063854936,0.509148070456773,1.6637373361523384
141,371.5321576223853,0.4544205562617667,0.13808167811653171,1.5853741557920866
142,437.56437809507156,0.726362488512915,0.8410813258319216,0.5649371331084478
143,359.4535654069368,1.6339812970016108,0.11229439526837459,0.891143577973708
145,492.59294127760376,0.6891979153107346,1.3304784816031452,0.7518675799359547
147,308.98733172642756,0.5633446609960808,0.0760121950857533,1.3033427372841369
149,429.65547390340726,0.32596280577387393,0.8093192948100258,0.44433606665528047
150,393.57000082951754,1.321243981296435,1.946304146851985,0.200686870428344
153,329.4277164427864,1.5036676918188652,1.3647238093408023,1.6875325052949592
158,434.76376615883726,1.9940462457559547,1.330569696584968,1.1258531746019547
161,410.2973475052509,1.6072836461549416,0.6208967127899225,0.7328763851558486
163,430.61558355921477,1.0282849995709202,0.6305163414413932,0.5223523095195173
164,485.4484376527132,0.8571955955798234,1.1236962485884865,1.1365881456342786
166,463.55493115460143,0.12446771400392209,0.36502564521432235,0.34369024883468513
168,380.7150835046711,1.902173412367179,1.6439509832907802,0.7237768589785338
170,465.8074778236199,1.1228718335864543,1.1864215941289622,0.8726216951004928
171,403.4362762208328,0.05060054057139607,1.8921932194118143,0.9318876486319179
173,337.952121703619,0.49655858682923504,0.6896610421998337,0.9981589819827932
178,496.80931452179743,0.1262141750466359,0.45840416086305225,1.1943343149958214
179,437.7566362619551,0.3981205714942966,0.6542684735251063,1.4870049951918218
181,348.75453111008585,0.21245775192267802,1.3190799025087003,0.17438315512560387
185,393.30793873072844,1.9382143000475776,1.7800906376242323,1.4240735319395403
186,403.0810582909768,0.5409677664507486,1.9612338172621717,1.773261905309104
187,395.10229022694114,1.376809150086716,0.1609993914586474,1.0778552732063327
192,367.38146638081014,0.028095287595080842,1.892229273694255,1.3323502918994536
194,494.17325416620184,0.9641341177986296,0.2675570534388856,1.8897818192214186
196,434.5343088504263,1.2174690445812546,1.8814319854653037,1.8974942389178282
197,487.3024250413042,1.9377667869609565,0.9517314786365381,1.8616780510198412
198,376.1642643505445,1.3606895719981147,0.11651163698384126,1.223569698747083
